NFB,FB,Ratio,Sigma,Gamma,Alpha,Delta_I,Delta_A
1.620000000000000000e+02,1.676000000000000000e+03,1.034567901234567877e+01,7.071993622229559850e-01,9.224174260270947556e-01,7.742032101826901158e-01,8.306357968427487970e-01,9.102214561956515348e-01
3.848000000000000000e+03,8.378000000000000000e+03,2.177234927234927397e+00,6.050160159465790555e-01,5.685400103021067686e-01,1.091717027194284650e+00,5.382411507780529014e-01,5.277813984381636292e-01
1.740000000000000000e+02,1.341000000000000000e+03,7.706896551724137900e+00,8.290809443831778092e-01,9.351094603380065706e-01,5.089159993852332420e-01,8.820278772738281425e-01,6.433206068444063952e-01
5.400000000000000000e+01,1.141000000000000000e+03,2.112962962962962976e+01,1.314452572158999910e+00,1.411981447243866317e+00,7.373335484371119630e-01,1.175692757786869214e+00,1.025579895578143663e+00
1.330000000000000000e+02,1.042000000000000000e+03,7.834586466165413654e+00,5.508945602023472832e-01,1.346164453071715394e+00,5.940179433737520220e-01,7.171713771517451708e-01,1.357900541403194605e+00
9.610000000000000000e+02,3.287000000000000000e+03,3.420395421436003947e+00,5.798885006135138243e-01,5.405081866677683422e-01,9.902171031268092172e-01,7.087571011030437962e-01,5.316754602662172591e-01
2.950000000000000000e+02,2.522000000000000000e+03,8.549152542372882024e+00,1.089016626685561429e+00,1.227371441535698215e+00,9.939600343759819046e-01,9.469293947205569273e-01,1.432142737321981718e+00
1.570000000000000000e+02,1.302000000000000000e+03,8.292993630573247898e+00,6.874773331598765802e-01,5.177018495834396772e-01,9.702734336235147028e-01,9.685608643212494373e-01,7.611071944925758004e-01
1.861000000000000000e+03,6.309000000000000000e+03,3.390112842557764683e+00,8.031535864291325932e-01,6.003808285087753882e-01,1.137390149205745882e+00,6.330087793756079551e-01,1.144526962222249367e+00
2.730000000000000000e+03,6.592000000000000000e+03,2.414652014652014511e+00,7.268632897185693942e-01,7.367559581361653454e-01,9.646180672442572490e-01,5.854830182675443417e-01,1.109816525831538225e+00
1.492500000000000000e+04,1.597200000000000000e+04,1.070150753768844165e+00,1.394084455742253148e+00,1.395349889611803729e+00,1.124136235982330589e+00,5.050547356212792272e-01,1.176964789328574845e+00
7.300000000000000000e+01,9.490000000000000000e+02,1.300000000000000000e+01,1.194588936564457970e+00,1.133337317448865011e+00,6.709317670997703154e-01,1.040172415962905550e+00,1.415436055974239826e+00
3.400000000000000000e+01,8.290000000000000000e+02,2.438235294117647101e+01,1.360319469505951062e+00,1.367026225402734774e+00,8.004419439387091550e-01,1.391567273131677940e+00,1.245425344975604087e+00
5.300000000000000000e+01,1.436000000000000000e+03,2.709433962264150964e+01,6.596713374221102599e-01,9.800660344565610416e-01,1.209118245174718886e+00,1.226570120722519253e+00,7.619642162080957348e-01
2.100000000000000000e+02,2.048000000000000000e+03,9.752380952380953261e+00,1.312026082671778671e+00,8.688005772164728580e-01,5.816075061116985356e-01,1.390819845507705654e+00,5.294974022592245921e-01
3.100000000000000000e+01,6.730000000000000000e+02,2.170967741935483986e+01,7.368711640871804525e-01,8.211678739537253691e-01,6.736396402594225785e-01,1.266722863069540850e+00,8.488021981739729549e-01
4.840000000000000000e+03,8.841000000000000000e+03,1.826652892561983377e+00,1.142058093836324728e+00,1.298129958334140799e+00,7.179498889457733846e-01,5.207337357333983174e-01,9.342222645772209066e-01
8.000000000000000000e+01,1.091000000000000000e+03,1.363749999999999929e+01,7.363169083617513433e-01,1.339300360176263638e+00,7.058655682142987997e-01,9.232447866056703312e-01,1.231770664423839978e+00
4.300000000000000000e+01,8.290000000000000000e+02,1.927906976744186096e+01,1.376091649389048044e+00,6.156171277795196017e-01,6.089273470134648480e-01,1.162791667706438492e+00,1.196147775470452590e+00
1.522300000000000000e+04,1.584900000000000000e+04,1.041121986467844707e+00,1.369687039489578151e+00,1.187538102122950079e+00,1.173910143056262623e+00,5.052713962779135093e-01,1.417336538831295734e+00
1.168000000000000000e+03,4.049000000000000000e+03,3.466609589041095951e+00,8.133744025448399473e-01,1.369377100533250236e+00,6.443262799802111918e-01,5.969523359038112487e-01,8.613020151885630860e-01
5.100000000000000000e+01,8.430000000000000000e+02,1.652941176470588402e+01,1.026447428927454553e+00,1.150003932523296468e+00,5.559463431893929553e-01,1.447889845009923349e+00,7.295213277402883278e-01
1.372000000000000000e+03,5.161000000000000000e+03,3.761661807580174877e+00,1.484414370082571599e+00,5.468193924090773983e-01,1.143871148135802374e+00,7.053443469573406066e-01,9.152667357459678410e-01
1.500000000000000000e+01,4.060000000000000000e+02,2.706666666666666643e+01,5.568045724252761453e-01,8.889263431427534279e-01,5.350499010780059850e-01,1.454639553349909020e+00,1.358386084558755869e+00
2.800000000000000000e+01,8.220000000000000000e+02,2.935714285714285765e+01,6.554572145363394275e-01,9.263213495179499768e-01,1.205568402838492315e+00,1.418930793347159547e+00,1.498224677989022480e+00
4.800000000000000000e+01,7.930000000000000000e+02,1.652083333333333215e+01,1.379202274181178467e+00,8.497460668736238620e-01,6.611123997593619794e-01,1.254916057739225987e+00,1.336936418214766498e+00
1.170000000000000000e+02,1.506000000000000000e+03,1.287179487179487225e+01,1.063878706202443514e+00,6.349884618686658655e-01,1.239122215494316670e+00,1.120457495939170656e+00,1.260640876143487743e+00
2.600000000000000000e+01,5.600000000000000000e+02,2.153846153846154010e+01,7.612164460599831761e-01,6.934803184391380437e-01,8.146931693886622083e-01,1.455735089586429831e+00,1.085180093329316531e+00
1.010000000000000000e+02,1.108000000000000000e+03,1.097029702970297116e+01,1.047840400424153273e+00,7.078151986202024792e-01,8.944096844719207073e-01,1.132513675679269749e+00,9.351984801330721631e-01
2.900000000000000000e+01,6.720000000000000000e+02,2.317241379310344840e+01,5.761975057681546497e-01,1.245330924649910020e+00,5.684150498865226941e-01,1.283162103250616859e+00,6.676703616951568110e-01
1.330000000000000000e+02,1.334000000000000000e+03,1.003007518796992414e+01,8.025147658121070116e-01,6.202074673556720041e-01,9.445372238546891897e-01,1.060548596837012525e+00,5.546137854002284318e-01
8.500000000000000000e+01,1.081000000000000000e+03,1.271764705882352864e+01,1.134072342535441980e+00,5.765386097029151502e-01,7.270910299488245743e-01,9.988766330032554652e-01,1.020408680649881106e+00
4.905000000000000000e+03,8.872000000000000000e+03,1.808766564729867410e+00,8.732147681772225445e-01,5.567702063182747851e-01,1.111681030071723031e+00,5.256475958588178177e-01,1.231237769069590371e+00
8.729000000000000000e+03,1.169800000000000000e+04,1.340130599152251190e+00,1.174439273558557595e+00,1.401662052070805853e+00,8.829334525306522519e-01,5.035375566898425692e-01,1.490545963336151303e+00
5.600000000000000000e+01,9.010000000000000000e+02,1.608928571428571530e+01,1.334173235985365080e+00,9.226371643555763002e-01,6.446304585712644419e-01,1.252233028576634766e+00,1.133316099801694232e+00
6.100000000000000000e+01,7.610000000000000000e+02,1.247540983606557319e+01,1.435049999079931915e+00,5.505138072424380358e-01,5.384364025367576190e-01,1.059315654275986951e+00,1.480049900016467745e+00
4.093000000000000000e+03,8.115000000000000000e+03,1.982653310530173574e+00,1.091426388086803367e+00,6.076311525673729896e-01,1.165714518325549953e+00,6.179245330085214594e-01,1.120124883472955579e+00
3.850000000000000000e+02,2.693000000000000000e+03,6.994805194805194581e+00,1.260923306224262408e+00,6.403253947821284653e-01,8.800822546937074886e-01,8.291509252020260456e-01,8.691166899703109960e-01
8.430000000000000000e+02,3.277000000000000000e+03,3.887307236061684268e+00,1.206446116678876246e+00,7.109421852714374879e-01,7.298515302092537516e-01,8.467231930729672840e-01,5.508917801307480211e-01
1.590000000000000000e+02,1.737000000000000000e+03,1.092452830188679158e+01,1.302575828550305737e+00,6.269646654867107038e-01,1.080013289665661791e+00,1.068703911480402668e+00,7.188452975510223331e-01
1.600000000000000000e+02,1.241000000000000000e+03,7.756249999999999645e+00,6.402190077327986062e-01,1.117033906665094278e+00,1.196200836193582751e+00,1.253791026071779502e+00,1.437205066010029508e+00
3.900000000000000000e+01,8.810000000000000000e+02,2.258974358974359120e+01,1.348905076012662629e+00,5.970873471287916345e-01,9.482592115591347293e-01,1.399266419989826149e+00,9.231899312629895382e-01
4.000000000000000000e+01,9.830000000000000000e+02,2.457499999999999929e+01,5.587903556923042858e-01,1.120794966179297969e+00,1.128190737965584445e+00,1.314175165849165383e+00,6.270586280523128275e-01
4.500000000000000000e+01,1.070000000000000000e+03,2.377777777777777857e+01,9.628367691568853193e-01,1.454143852208283239e+00,9.537046930673530598e-01,1.191367342605897051e+00,1.447683392686775372e+00
2.120000000000000000e+02,1.924000000000000000e+03,9.075471698113208419e+00,1.482300454897778730e+00,1.076597786574262194e+00,5.198103323465280701e-01,1.027385382518958279e+00,8.786431216350559792e-01
7.320000000000000000e+02,3.140000000000000000e+03,4.289617486338797470e+00,1.320917579802067365e+00,1.323468442029147596e+00,5.382599017425584442e-01,5.804719937083762105e-01,1.382592014843226913e+00
1.220000000000000000e+02,1.738000000000000000e+03,1.424590163934426279e+01,1.326588187575546973e+00,1.291052172701932843e+00,6.515093375190086356e-01,1.214857740480606685e+00,7.713892912996659357e-01
9.000000000000000000e+01,1.661000000000000000e+03,1.845555555555555571e+01,5.813674273002088499e-01,9.559591558612362538e-01,1.095928268126405536e+00,1.108718300945586099e+00,6.406511950373524611e-01
1.483000000000000000e+03,4.465000000000000000e+03,3.010788941335131419e+00,1.402412412794537211e+00,1.108577628773496304e+00,5.224015041053892139e-01,5.284558831808658930e-01,1.178340687997222247e+00
3.100000000000000000e+01,6.380000000000000000e+02,2.058064516129032384e+01,8.082833766733201752e-01,5.550298779089530843e-01,7.555416712639309029e-01,1.235530027212710547e+00,1.182801179298625494e+00
6.100000000000000000e+01,1.078000000000000000e+03,1.767213114754098413e+01,1.149835053854296740e+00,6.736414278461169136e-01,9.712530871169504643e-01,1.222674817873318887e+00,9.752958672394126394e-01
8.950000000000000000e+02,3.586000000000000000e+03,4.006703910614525022e+00,9.122502346319730782e-01,8.697860035135263068e-01,1.141951352709969836e+00,8.768098840804232630e-01,7.972634127289319750e-01
2.400000000000000000e+01,7.430000000000000000e+02,3.095833333333333215e+01,5.132034373838316732e-01,8.676079128763541926e-01,1.144364320215663477e+00,1.482047924281458151e+00,7.374369363243687969e-01
2.700000000000000000e+01,8.090000000000000000e+02,2.996296296296296191e+01,6.905012485215572537e-01,1.486099796112829940e+00,7.099063745942391090e-01,1.299441523717332903e+00,7.440030371840951062e-01
2.860000000000000000e+02,1.777000000000000000e+03,6.213286713286713336e+00,7.570045949566369670e-01,7.596702799036784137e-01,6.287927309122278707e-01,6.782092794155605286e-01,9.229442883920793150e-01
5.929000000000000000e+03,1.010900000000000000e+04,1.705009276437847943e+00,1.416423518378243873e+00,7.800727416749227983e-01,1.088657891597303085e+00,5.985745427593393009e-01,7.061450249164079596e-01
1.878000000000000000e+03,5.840000000000000000e+03,3.109691160809371802e+00,1.045432483159479897e+00,1.136058994942727551e+00,1.173002531161482676e+00,8.408808876918637543e-01,7.124833633990695914e-01
5.500000000000000000e+01,1.248000000000000000e+03,2.269090909090909136e+01,1.419095192135888972e+00,8.160008820778926752e-01,7.875009682774228859e-01,1.299554208342578843e+00,8.042888942143818776e-01
9.300000000000000000e+01,1.153000000000000000e+03,1.239784946236559193e+01,5.471925445253840170e-01,6.421033755359182305e-01,1.068546814367182130e+00,1.085643225746296903e+00,1.449870991444924151e+00
1.050000000000000000e+02,1.335000000000000000e+03,1.271428571428571352e+01,9.957849989790588108e-01,5.578891860657330115e-01,1.040685290650940509e+00,1.031548097602401182e+00,1.017852357409172015e+00
2.600000000000000000e+01,7.120000000000000000e+02,2.738461538461538325e+01,9.394484755480035920e-01,9.810732415602525514e-01,7.471247780218428503e-01,1.269732760095278135e+00,1.292615153398871231e+00
3.200000000000000000e+01,7.960000000000000000e+02,2.487500000000000000e+01,9.258883942050177840e-01,1.128803114989215928e+00,8.914218058182867832e-01,1.450143818455481792e+00,8.635999107977391231e-01
5.650000000000000000e+02,3.111000000000000000e+03,5.506194690265486358e+00,1.374780009687973648e+00,7.211446643574684900e-01,5.290151487723464552e-01,1.039631427005970554e+00,5.352025504563419078e-01
1.570000000000000000e+02,1.738000000000000000e+03,1.107006369426751569e+01,7.704087533567581803e-01,1.096935764607266384e+00,1.006145231957487951e+00,1.034315445877826978e+00,9.010714462990190299e-01
4.462000000000000000e+03,8.914000000000000000e+03,1.997758852532496743e+00,6.682815885201742745e-01,1.316041701518029017e+00,1.107685915528839882e+00,6.960476051981681067e-01,1.211445362805544601e+00
3.800000000000000000e+01,6.960000000000000000e+02,1.831578947368420884e+01,1.360174431966712616e+00,8.730783028825321868e-01,5.572131007621624610e-01,1.225560651043742455e+00,1.323042189854069850e+00
8.730000000000000000e+02,3.256000000000000000e+03,3.729667812142039018e+00,9.185651081178844990e-01,8.010291653328014405e-01,1.136846131087102085e+00,8.805280846509155879e-01,1.203761148581233620e+00
6.000000000000000000e+01,1.086000000000000000e+03,1.810000000000000142e+01,9.641787225265673333e-01,7.312562509375667430e-01,9.065402356273295492e-01,1.147230292350259084e+00,9.661884301544012565e-01
4.900000000000000000e+01,6.750000000000000000e+02,1.377551020408163218e+01,1.406696443778867378e+00,8.681549129874984727e-01,5.560988687653997120e-01,1.308096058996873534e+00,1.478093702702997447e+00
2.200000000000000000e+01,5.480000000000000000e+02,2.490909090909091006e+01,5.493476363398115403e-01,8.719263449044856173e-01,5.602428330410169632e-01,1.245897843624354628e+00,7.261707579664217205e-01
2.610000000000000000e+02,1.875000000000000000e+03,7.183908045977011270e+00,1.147186613138801992e+00,1.096715385627441641e+00,6.419636653094855649e-01,8.200205005140022152e-01,1.077673482958821038e+00
2.500000000000000000e+02,1.425000000000000000e+03,5.700000000000000178e+00,9.975337414489070520e-01,8.544451969454492923e-01,8.585425344996023833e-01,9.623798495143021103e-01,1.098153591715609556e+00
1.360000000000000000e+02,1.780000000000000000e+03,1.308823529411764675e+01,8.980439148711023556e-01,1.143851760870049583e+00,1.136182817223068353e+00,1.111077432766559792e+00,1.358145107096514703e+00
1.407500000000000000e+04,1.547300000000000000e+04,1.099325044404973362e+00,1.118670415550938824e+00,1.297405366564083451e+00,1.132818227851434045e+00,5.360125851137693687e-01,5.255752537573669114e-01
2.860000000000000000e+02,2.671000000000000000e+03,9.339160839160838279e+00,1.116621518975451810e+00,1.044667664558176723e+00,1.090666677320384137e+00,9.689778325836544415e-01,9.824707248556212580e-01
1.439000000000000000e+03,5.197000000000000000e+03,3.611535788742182174e+00,6.598885756751540210e-01,1.265425251044515864e+00,1.188754259340650599e+00,8.828339264281784837e-01,1.349826523267404266e+00
1.918000000000000000e+03,6.263000000000000000e+03,3.265380604796663366e+00,9.592441523574027906e-01,1.050693165160160536e+00,1.044664949569714674e+00,7.555502206073492211e-01,6.339582552230961232e-01
2.300000000000000000e+01,7.240000000000000000e+02,3.147826086956521863e+01,5.047620435247066606e-01,1.454496301706337036e+00,7.655013899397882238e-01,1.189045445752342722e+00,9.843049430340892192e-01
6.120000000000000000e+02,2.878000000000000000e+03,4.702614379084967489e+00,8.960818350061060533e-01,1.366137737567772570e+00,5.615281772273857941e-01,5.960063695484648649e-01,9.829976951528857088e-01
2.040000000000000000e+02,1.856000000000000000e+03,9.098039215686274161e+00,1.040956130628591048e+00,1.194812362403070427e+00,6.737194528290637585e-01,1.221195868065827472e+00,5.234138862721591234e-01
1.280000000000000000e+02,1.237000000000000000e+03,9.664062500000000000e+00,6.979350828105947979e-01,5.638916993367948383e-01,1.151441534825955681e+00,1.116700418051798760e+00,5.593944759860209892e-01
4.000000000000000000e+01,6.560000000000000000e+02,1.639999999999999858e+01,5.935856513717151506e-01,1.254761254304354257e+00,5.040466423887565162e-01,9.792636683306671364e-01,9.843790521844993924e-01
1.010000000000000000e+02,1.372000000000000000e+03,1.358415841584158379e+01,1.177003690279193382e+00,7.256211827561804828e-01,6.755753479197876832e-01,1.154655421759545275e+00,6.696586924501258808e-01
3.685000000000000000e+03,8.216000000000000000e+03,2.229579375848032452e+00,1.147965253435725863e+00,6.483984030573759494e-01,1.157331500006980596e+00,6.239678124254006697e-01,1.120304318576064828e+00
3.600000000000000000e+01,9.030000000000000000e+02,2.508333333333333215e+01,6.098557012843222047e-01,7.280697054428078019e-01,1.056176130105450195e+00,1.260775619058106756e+00,1.134209861376910045e+00
3.660000000000000000e+02,2.275000000000000000e+03,6.215846994535518810e+00,1.303003104932077161e+00,1.495220720064412090e+00,6.924771406315053390e-01,7.967686438225057843e-01,1.491501373824505983e+00
2.280000000000000000e+02,2.026000000000000000e+03,8.885964912280702066e+00,1.170175757370216729e+00,1.239891108921231888e+00,5.038148796610678604e-01,1.139024909330272672e+00,6.126467567542580595e-01
1.428500000000000000e+04,1.590800000000000000e+04,1.113615680784039164e+00,1.296637569175056015e+00,1.084632369230316140e+00,1.233017627904615665e+00,5.241514614222363422e-01,1.005495430058507278e+00
3.100000000000000000e+01,8.520000000000000000e+02,2.748387096774193594e+01,6.330920072224577311e-01,1.037023213543706968e+00,1.114012561833013226e+00,1.343884616691292333e+00,1.456702421661236979e+00
3.430000000000000000e+02,2.118000000000000000e+03,6.174927113702623593e+00,6.599203182513572186e-01,1.279533625336280789e+00,7.906111209378273719e-01,8.441387751167881426e-01,8.354531029510371409e-01
3.230000000000000000e+02,2.246000000000000000e+03,6.953560371517028216e+00,1.334691057050314544e+00,1.283934176414527339e+00,8.233528957235884960e-01,9.692647812981439737e-01,1.071976843527354895e+00
5.100000000000000000e+01,8.550000000000000000e+02,1.676470588235294201e+01,1.199760108074453990e+00,7.337347635414576130e-01,5.292851085162778579e-01,1.078650109377495392e+00,1.075621185531950630e+00
2.789000000000000000e+03,7.127000000000000000e+03,2.555396199354607489e+00,1.115355688124466615e+00,1.396327283844807976e+00,5.753898482522443736e-01,5.809050508182599382e-01,6.761372539876867593e-01
5.600000000000000000e+01,9.330000000000000000e+02,1.666071428571428470e+01,1.252628659131832745e+00,1.092705828120727807e+00,5.430511779985258691e-01,1.111079504734790113e+00,1.098818660910292788e+00
7.000000000000000000e+01,1.264000000000000000e+03,1.805714285714285694e+01,9.584750216007176249e-01,6.789016278581423425e-01,8.924469316808474328e-01,1.077809324734101848e+00,8.211023831105151993e-01
1.436000000000000000e+03,4.583000000000000000e+03,3.191504178272980496e+00,1.167855736157796365e+00,1.144333608010636771e+00,8.679657408737613267e-01,7.067675238650599212e-01,1.221948880934750070e+00
3.060000000000000000e+02,2.090000000000000000e+03,6.830065359477123899e+00,1.351985973597000790e+00,1.129865117029639432e+00,5.793394273534625549e-01,7.915525601161044200e-01,1.142433364363085735e+00
3.300000000000000000e+01,8.750000000000000000e+02,2.651515151515151558e+01,9.715817246754842040e-01,1.073467481434656090e+00,9.179859964435359565e-01,1.312634454944498597e+00,9.609151161099040994e-01
4.100000000000000000e+01,8.060000000000000000e+02,1.965853658536585513e+01,6.847145129888794202e-01,5.356817950368053527e-01,1.136743100681249174e+00,1.327866007547091165e+00,1.267057753700528089e+00
9.560000000000000000e+02,3.790000000000000000e+03,3.964435146443514579e+00,1.017102679021487210e+00,8.365233024305424037e-01,1.191075271095199728e+00,8.783158975200888730e-01,9.907532249474084729e-01
5.200000000000000000e+01,9.820000000000000000e+02,1.888461538461538325e+01,1.094628686298477316e+00,5.732565445404788074e-01,5.514937071472288954e-01,1.141409925213233034e+00,7.375618699816020030e-01
1.990000000000000000e+03,5.136000000000000000e+03,2.580904522613065133e+00,1.311762461419856418e+00,1.453855661436308733e+00,7.065228743465808980e-01,6.473559288471084638e-01,1.228942015788595743e+00
7.600000000000000000e+01,1.050000000000000000e+03,1.381578947368421062e+01,8.544268872767605272e-01,5.094605000861127664e-01,7.719185668471453265e-01,9.377044446478700612e-01,1.090639594245567556e+00
2.070000000000000000e+02,2.180000000000000000e+03,1.053140096618357546e+01,1.123613823201323303e+00,1.405445124678328161e+00,1.018889582008581929e+00,1.068724512016901329e+00,8.501846118637930161e-01
3.990000000000000000e+02,2.581000000000000000e+03,6.468671679197995239e+00,1.488275587040469361e+00,7.438232439784621119e-01,5.971699316479255337e-01,1.332739953182859871e+00,5.297588132929902383e-01
5.300000000000000000e+01,7.270000000000000000e+02,1.371698113207547109e+01,7.763047388824118045e-01,5.607126622717033548e-01,7.767683726251771725e-01,1.099936777992793768e+00,1.322673256511109230e+00
3.300000000000000000e+01,1.062000000000000000e+03,3.218181818181817988e+01,1.003143036567037072e+00,1.463835798090407980e+00,8.619660157921898991e-01,1.145667044845164462e+00,1.188591998375703618e+00
4.240000000000000000e+02,2.435000000000000000e+03,5.742924528301887044e+00,1.150943486940118277e+00,7.992312680211478559e-01,8.886803365529154508e-01,8.538340320436722530e-01,1.007551917914755624e+00
2.600000000000000000e+01,7.300000000000000000e+02,2.807692307692307665e+01,9.384272804412698843e-01,6.572735529537875321e-01,1.205252181572809000e+00,1.463911188608230329e+00,1.327110827780028757e+00
1.890000000000000000e+02,1.886000000000000000e+03,9.978835978835979503e+00,1.182595135155015909e+00,1.225319101257279275e+00,7.136267285019382012e-01,9.792439129048892132e-01,9.449989587745776243e-01
7.400000000000000000e+01,1.104000000000000000e+03,1.491891891891891930e+01,1.282594294725055040e+00,8.704511888779331574e-01,5.965605496279681175e-01,1.276189786211036070e+00,8.766902980523086919e-01
7.210000000000000000e+02,3.277000000000000000e+03,4.545076282940360812e+00,1.266030885814119156e+00,1.188156524355305610e+00,8.736413934644786661e-01,8.519177806275807230e-01,9.550338710982761992e-01
6.300000000000000000e+01,7.070000000000000000e+02,1.122222222222222143e+01,5.456144436261924913e-01,9.514856096134761687e-01,5.532615250376915483e-01,9.306272326790019367e-01,1.052493923724814762e+00
5.700000000000000000e+01,1.214000000000000000e+03,2.129824561403508909e+01,5.456441859346435885e-01,1.341267521780705962e+00,1.248511966808062867e+00,1.356164534555913903e+00,1.360787544435007490e+00
1.449000000000000000e+03,5.254000000000000000e+03,3.625948930296756245e+00,1.488147628432465730e+00,1.372386310912677487e+00,5.227048943411130022e-01,7.758443462629275311e-01,7.480339705558495256e-01
3.400000000000000000e+01,7.670000000000000000e+02,2.255882352941176450e+01,1.163257795437244502e+00,6.091576052952336617e-01,8.312523858669320642e-01,1.309520238832325933e+00,1.247185542937077063e+00
3.820000000000000000e+02,2.503000000000000000e+03,6.552356020942408321e+00,1.174242711542628825e+00,7.867347976540796095e-01,5.488296058988066939e-01,6.686548255644615413e-01,9.278427816572121234e-01
8.500000000000000000e+02,4.029000000000000000e+03,4.740000000000000213e+00,1.260077003737302803e+00,8.601586174453805800e-01,1.175586588281653633e+00,8.923594568245134528e-01,7.776953325880875401e-01
9.970000000000000000e+02,3.650000000000000000e+03,3.660982948846539742e+00,5.642665067631785769e-01,1.372557592909646740e+00,8.317246045989179493e-01,7.542658904953910559e-01,5.443739987330981078e-01
2.505000000000000000e+03,6.583000000000000000e+03,2.627944111776447045e+00,1.309840739901305451e+00,6.002452653118582893e-01,1.113675865607410831e+00,6.407290038832664791e-01,1.013947227389988548e+00
6.000000000000000000e+01,8.420000000000000000e+02,1.403333333333333321e+01,1.449058425629611735e+00,5.202210818105623691e-01,5.018437271530001853e-01,1.183493745232388594e+00,1.096057117721404683e+00
2.500000000000000000e+01,5.450000000000000000e+02,2.180000000000000071e+01,9.565596664368797297e-01,6.685317818274405521e-01,5.945380531652675327e-01,1.229252523621256143e+00,1.398794595191146906e+00
8.300000000000000000e+01,1.064000000000000000e+03,1.281927710843373447e+01,7.767300903332672313e-01,1.328894883508175973e+00,7.440991521817419407e-01,9.634379338948841909e-01,1.276942757886548652e+00
3.700000000000000000e+01,9.070000000000000000e+02,2.451351351351351227e+01,6.960207998345632197e-01,8.906228732756467092e-01,1.061249386837848530e+00,1.258716588981640960e+00,1.499841113135917281e+00
2.700000000000000000e+01,6.620000000000000000e+02,2.451851851851851904e+01,9.052604612894704639e-01,9.711492641974661666e-01,7.616580781633175423e-01,1.465869761185818021e+00,9.828293776548826521e-01
2.200000000000000000e+01,1.012000000000000000e+03,4.600000000000000000e+01,1.436611288726548086e+00,9.810999185787153687e-01,1.011709813789873902e+00,1.347286586676559761e+00,1.034524918778231939e+00
3.500000000000000000e+01,8.160000000000000000e+02,2.331428571428571317e+01,5.378173088684639058e-01,5.822404012772652848e-01,1.092637409951615846e+00,1.337370014518188821e+00,6.478703759659816264e-01
9.509000000000000000e+03,1.329400000000000000e+04,1.398043958355242422e+00,1.316142801199820855e+00,8.375357467486000962e-01,1.078189545423472895e+00,5.048239534973799625e-01,1.220525520138884490e+00
1.010000000000000000e+02,1.453000000000000000e+03,1.438613861386138559e+01,1.266854128934500778e+00,1.370985220636415924e+00,6.796776336298862020e-01,1.028667453570593526e+00,1.136185061518897310e+00
4.600000000000000000e+01,1.183000000000000000e+03,2.571739130434782439e+01,9.258426993851092135e-01,7.587944693259707218e-01,8.573285464668255473e-01,1.093750953928452452e+00,8.728897155424878429e-01
4.060000000000000000e+02,2.433000000000000000e+03,5.992610837438423488e+00,9.967945093409916746e-01,1.010780886058299854e+00,9.492282343885474205e-01,8.816924221369077941e-01,1.473549693860392473e+00
3.000000000000000000e+01,8.110000000000000000e+02,2.703333333333333499e+01,1.064793888361068364e+00,1.148718557077491820e+00,8.460030230019941477e-01,1.360629775899794280e+00,1.154532966360663160e+00
1.800000000000000000e+01,5.730000000000000000e+02,3.183333333333333215e+01,7.820069226340297108e-01,1.127222690914706060e+00,6.084552071845503729e-01,1.416374173263873271e+00,1.038492637667545182e+00
1.320000000000000000e+02,1.378000000000000000e+03,1.043939393939393945e+01,1.347553067413315819e+00,7.443415513552350538e-01,6.425756158047434274e-01,8.438798788343503388e-01,1.358706476164929899e+00
5.520000000000000000e+02,3.075000000000000000e+03,5.570652173913043903e+00,1.482069223840768224e+00,1.422141711912552786e+00,5.470258952736589686e-01,8.638961517057216488e-01,9.024900049870639984e-01
1.094000000000000000e+04,1.368700000000000000e+04,1.251096892138939598e+00,1.400560384256797519e+00,1.012327739005396188e+00,1.090030843866979460e+00,5.249583975680831571e-01,1.366896720660781828e+00
2.329000000000000000e+03,6.462000000000000000e+03,2.774581365392872367e+00,5.950041097423920400e-01,1.042276777674656429e+00,1.019552914482995121e+00,6.751359882550775904e-01,9.401078878481862189e-01
6.700000000000000000e+01,1.002000000000000000e+03,1.495522388059701413e+01,5.532885201370250083e-01,7.695828100825339302e-01,9.173172767397870242e-01,1.129028172138965669e+00,8.687477723672127894e-01
4.230000000000000000e+02,2.504000000000000000e+03,5.919621749408983113e+00,1.155371290072705559e+00,5.706494754016805393e-01,8.797952129820485467e-01,7.590538044446559773e-01,9.334217134163733665e-01
8.195000000000000000e+03,1.189200000000000000e+04,1.451128737034777405e+00,1.072198738745965496e+00,1.092828528143319211e+00,1.145336882629088837e+00,6.235016835399579405e-01,9.082752576375856535e-01
1.250000000000000000e+02,1.226000000000000000e+03,9.807999999999999829e+00,6.511474205511786906e-01,1.248776856082033593e+00,6.487932052378204695e-01,7.884342508390613791e-01,1.259478550021896126e+00
2.600000000000000000e+01,5.400000000000000000e+02,2.076923076923077005e+01,5.724841676361919207e-01,6.669219357181600527e-01,5.606580735310259245e-01,1.174646361014578755e+00,9.755177424158893995e-01
7.630000000000000000e+02,3.458000000000000000e+03,4.532110091743119185e+00,1.051330327569669709e+00,6.209729309594806956e-01,1.011041072391222428e+00,7.557418799223374339e-01,9.457634164587507275e-01
5.200000000000000000e+01,1.243000000000000000e+03,2.390384615384615330e+01,1.458748876065467881e+00,1.197948770038056887e+00,8.621404021839849108e-01,1.413686838499263132e+00,7.692913262513370043e-01
8.610000000000000000e+02,3.530000000000000000e+03,4.099883855981416581e+00,7.457194490031296974e-01,6.435287446014071877e-01,7.268425012697830034e-01,6.180713822846083394e-01,6.307863390263718228e-01
